year,draw_no,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,numbers
2026,9,2,5,12,15,16,21,23,25,28,34,36,37,38,49,51,57,58,60,61,71,76,79,2 5 12 15 16 21 23 25 28 34 36 37 38 49 51 57 58 60 61 71 76 79
2026,10,10,11,13,18,19,20,21,26,27,32,34,39,42,45,49,54,60,61,67,68,69,73,10 11 13 18 19 20 21 26 27 32 34 39 42 45 49 54 60 61 67 68 69 73
2026,11,2,7,13,14,15,25,29,32,40,48,50,59,65,66,67,70,71,72,76,77,79,80,2 7 13 14 15 25 29 32 40 48 50 59 65 66 67 70 71 72 76 77 79 80
2026,12,2,3,4,6,9,16,17,18,21,37,39,41,42,43,50,61,62,63,69,76,77,79,2 3 4 6 9 16 17 18 21 37 39 41 42 43 50 61 62 63 69 76 77 79
2026,13,3,6,9,11,19,26,28,29,32,37,39,40,42,49,51,60,61,64,66,68,69,73,3 6 9 11 19 26 28 29 32 37 39 40 42 49 51 60 61 64 66 68 69 73
2026,14,5,12,13,19,20,22,24,34,36,37,40,41,46,55,56,62,67,68,70,74,78,80,5 12 13 19 20 22 24 34 36 37 40 41 46 55 56 62 67 68 70 74 78 80
2026,15,10,11,12,19,22,27,29,31,35,44,45,47,48,51,58,63,69,70,71,72,75,77,10 11 12 19 22 27 29 31 35 44 45 47 48 51 58 63 69 70 71 72 75 77
2026,16,2,3,6,7,15,16,25,26,30,31,36,38,39,41,50,53,62,74,75,76,77,79,2 3 6 7 15 16 25 26 30 31 36 38 39 41 50 53 62 74 75 76 77 79
2026,17,1,2,7,8,9,11,23,27,28,30,32,39,51,58,64,67,70,73,75,76,79,80,1 2 7 8 9 11 23 27 28 30 32 39 51 58 64 67 70 73 75 76 79 80
2026,18,6,9,18,23,28,32,35,36,42,45,46,47,52,54,55,56,61,68,70,73,78,79,6 9 18 23 28 32 35 36 42 45 46 47 52 54 55 56 61 68 70 73 78 79
2026,19,8,12,14,16,18,21,22,23,29,36,43,44,46,47,48,50,55,59,61,69,71,78,8 12 14 16 18 21 22 23 29 36 43 44 46 47 48 50 55 59 61 69 71 78
2026,20,1,5,11,13,16,17,24,28,31,39,41,46,50,52,55,62,66,70,72,77,79,80,1 5 11 13 16 17 24 28 31 39 41 46 50 52 55 62 66 70 72 77 79 80
2026,21,4,5,11,17,18,19,26,27,29,30,31,34,40,46,47,48,50,55,61,64,73,80,4 5 11 17 18 19 26 27 29 30 31 34 40 46 47 48 50 55 61 64 73 80
2026,22,6,10,16,23,28,31,34,36,37,38,39,42,45,49,50,57,63,65,66,71,76,79,6 10 16 23 28 31 34 36 37 38 39 42 45 49 50 57 63 65 66 71 76 79
2026,23,4,7,8,12,18,19,22,25,29,34,35,38,39,42,43,46,49,61,64,65,68,71,4 7 8 12 18 19 22 25 29 34 35 38 39 42 43 46 49 61 64 65 68 71
2026,24,2,12,14,16,19,23,26,31,33,34,36,38,43,52,56,57,61,66,69,70,72,78,2 12 14 16 19 23 26 31 33 34 36 38 43 52 56 57 61 66 69 70 72 78
2026,25,2,7,9,17,25,32,34,35,41,43,46,51,52,53,58,59,67,68,71,75,78,79,2 7 9 17 25 32 34 35 41 43 46 51 52 53 58 59 67 68 71 75 78 79
2026,26,2,3,8,10,11,12,18,20,21,25,28,35,37,38,46,51,55,63,68,72,75,79,2 3 8 10 11 12 18 20 21 25 28 35 37 38 46 51 55 63 68 72 75 79
2026,27,5,6,9,16,20,21,26,27,28,30,38,46,48,50,53,54,56,66,67,69,79,80,5 6 9 16 20 21 26 27 28 30 38 46 48 50 53 54 56 66 67 69 79 80
2026,28,3,7,9,18,21,27,29,36,39,42,45,54,55,59,61,69,73,74,76,77,79,80,3 7 9 18 21 27 29 36 39 42 45 54 55 59 61 69 73 74 76 77 79 80
2026,29,3,6,7,9,12,15,17,18,20,24,25,31,33,37,40,41,46,49,53,57,60,77,3 6 7 9 12 15 17 18 20 24 25 31 33 37 40 41 46 49 53 57 60 77
2026,30,1,2,8,9,20,25,27,29,36,37,41,49,53,54,55,57,62,65,68,72,74,77,1 2 8 9 20 25 27 29 36 37 41 49 53 54 55 57 62 65 68 72 74 77
2026,31,1,5,8,9,10,16,23,25,26,33,37,38,48,52,53,56,58,61,64,70,77,78,1 5 8 9 10 16 23 25 26 33 37 38 48 52 53 56 58 61 64 70 77 78
2026,32,5,7,18,25,27,28,31,32,34,35,38,50,52,55,60,61,67,69,73,75,78,79,5 7 18 25 27 28 31 32 34 35 38 50 52 55 60 61 67 69 73 75 78 79
2026,33,8,11,15,16,18,33,36,37,49,52,55,56,58,63,64,66,67,68,72,75,76,79,8 11 15 16 18 33 36 37 49 52 55 56 58 63 64 66 67 68 72 75 76 79
2026,34,5,7,8,11,14,18,24,27,31,40,46,47,48,50,51,56,59,61,62,64,66,67,5 7 8 11 14 18 24 27 31 40 46 47 48 50 51 56 59 61 62 64 66 67
2026,35,3,11,12,14,16,17,23,25,27,29,37,39,42,49,50,54,56,58,59,61,63,71,3 11 12 14 16 17 23 25 27 29 37 39 42 49 50 54 56 58 59 61 63 71
2026,36,1,10,11,13,14,17,19,20,24,28,32,33,46,48,52,58,59,60,65,69,72,79,1 10 11 13 14 17 19 20 24 28 32 33 46 48 52 58 59 60 65 69 72 79
2026,37,6,12,14,15,18,19,24,27,29,31,40,42,50,53,59,61,62,63,71,72,74,77,6 12 14 15 18 19 24 27 29 31 40 42 50 53 59 61 62 63 71 72 74 77
2026,38,1,2,6,13,17,21,24,27,33,38,39,43,48,56,60,61,62,66,70,74,76,80,1 2 6 13 17 21 24 27 33 38 39 43 48 56 60 61 62 66 70 74 76 80
2026,39,3,9,10,13,16,18,31,35,37,40,43,44,45,48,52,54,58,63,64,66,70,73,3 9 10 13 16 18 31 35 37 40 43 44 45 48 52 54 58 63 64 66 70 73
2026,40,2,5,8,16,19,24,27,32,38,39,42,44,48,52,63,64,66,68,74,75,78,79,2 5 8 16 19 24 27 32 38 39 42 44 48 52 63 64 66 68 74 75 78 79
2026,41,3,12,13,20,23,30,31,35,36,37,40,43,51,54,59,60,66,74,75,77,78,79,3 12 13 20 23 30 31 35 36 37 40 43 51 54 59 60 66 74 75 77 78 79
2026,42,1,3,5,9,12,13,18,21,27,28,29,31,35,39,42,49,51,52,65,67,73,76,1 3 5 9 12 13 18 21 27 28 29 31 35 39 42 49 51 52 65 67 73 76
2026,43,2,6,9,10,14,20,28,32,34,35,38,41,52,53,56,57,63,65,66,69,75,79,2 6 9 10 14 20 28 32 34 35 38 41 52 53 56 57 63 65 66 69 75 79
2026,44,4,5,7,10,12,16,22,33,34,35,37,48,53,55,60,61,63,64,65,67,68,70,4 5 7 10 12 16 22 33 34 35 37 48 53 55 60 61 63 64 65 67 68 70
2026,45,1,2,3,6,8,14,20,21,25,28,31,38,39,40,42,47,50,52,60,68,75,76,1 2 3 6 8 14 20 21 25 28 31 38 39 40 42 47 50 52 60 68 75 76
2026,46,1,6,11,14,21,23,29,31,35,37,40,45,46,47,49,53,54,56,69,72,74,80,1 6 11 14 21 23 29 31 35 37 40 45 46 47 49 53 54 56 69 72 74 80
2026,47,9,10,12,15,16,17,21,29,31,32,42,43,44,46,48,53,63,64,65,70,72,73,9 10 12 15 16 17 21 29 31 32 42 43 44 46 48 53 63 64 65 70 72 73
2026,48,3,9,10,14,17,20,24,27,33,35,41,44,45,50,63,65,66,70,75,77,78,80,3 9 10 14 17 20 24 27 33 35 41 44 45 50 63 65 66 70 75 77 78 80
